sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);TEMPERATURE (F);RELATIVE HUMIDITY (%);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;GPS NMEA;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
9.402;-1.6508;0.9146;9.657;-1.5919;0.6149;-0.255;-0.0589;0.2997;0.0463;-0.0509;0.0676;0.0;11.16;9.59;27.02;67.08;9.31;-86.37;3.1;998.49;80.3;21.2;70.009;39.93704;-82.87059;612.9;769.9238046479745;;111.6;29.032257;279.4;10 / 11;"$GPRMC,224800,A,3956.222507,N,08252.235540,W,60.3,279.4,150117,0.0,E,D*3F::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.2,0.9,0.8*30::$GPGGA,224800,3956.222507,N,08252.235540,W,2,11,0.9,221.0,M,-31.0,M,,*79::$GPGSV,3,3,11,27,14,158,20,31,32,070,28,29,11,040,*46::$GPVTG,279.4,T,279.4,M,60.3,N,111.6,K,D*14::$GLGSV,1,1,0,*79";21790007;2017-01-15 17:48:00:738
10.1251;-1.3078;0.5447;9.7034;-1.2769;0.6193;0.4217;-0.0309;-0.0746;0.0548;-0.0225;0.081;0.0;12.07;11.96;28.0;63.27;7.47;-86.34;3.1;998.12;80.5;21.1;72.911;39.937233;-82.87427;622.58;769.9238046479745;;113.4;32.258064;269.4;10 / 11;"$GPRMC,224810,A,3956.233901,N,08252.455902,W,61.2,269.4,150117,0.0,E,D*3F::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,224810,3956.233901,N,08252.455902,W,2,11,0.8,224.0,M,-31.0,M,,*7C::$GPGSV,3,3,11,27,14,158,21,29,11,040,18,31,32,070,29*4F::$GPVTG,269.4,T,269.4,M,61.2,N,113.4,K,D*14::$GLGSV,1,1,0,*79";21800007;2017-01-15 17:48:10:738
9.2656;-1.4982;1.0409;9.641;-1.3733;1.1559;-0.3754;-0.1248;-0.1151;0.0384;-0.0524;0.0612;0.0;13.6;13.54;26.53;57.11;8.05;-83.16;3.1;998.44;80.4;21.2;71.963;39.936905;-82.87799;632.26;770.832122890825;;119.7;32.258064;262.9;10 / 11;"$GPRMC,224820,A,3956.214308,N,08252.679634,W,64.6,262.9,150117,0.0,E,D*3B::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,224820,3956.214308,N,08252.679634,W,2,11,0.8,227.0,M,-31.0,M,,*7C::$GPGSV,3,3,11,27,14,158,25,29,11,040,14,31,32,070,17*4A::$GPVTG,262.9,T,262.9,M,64.6,N,119.7,K,D*1C::$GLGSV,1,1,0,*79";21810007;2017-01-15 17:48:20:738
9.9982;-1.3138;1.3988;9.5864;-1.6914;1.1876;0.4118;0.3776;0.2112;0.0304;-0.0307;0.0654;0.0;12.18;14.09;27.07;58.92;9.94;-82.94;3.1;997.97;80.3;21.2;71.618;39.936535;-82.88193;629.03;770.832122890825;;125.1;32.258064;263.4;10 / 11;"$GPRMC,224830,A,3956.192173,N,08252.915769,W,67.5,263.4,150117,0.0,E,D*39::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,224830,3956.192173,N,08252.915769,W,2,11,0.8,226.0,M,-31.0,M,,*73::$GPGSV,3,2,11,16,74,191,20,22,27,220,20,23,52,307,31,26,68,056,26*7D::$GPVTG,263.4,T,263.4,M,67.5,N,125.1,K,D*15::$GLGSV,1,1,0,*79";21820007;2017-01-15 17:48:30:738
9.8072;-1.1462;1.9614;9.6737;-1.1787;1.0955;0.1335;0.0325;0.866;0.0286;-0.049;0.0728;0.0;10.76;13.6;27.41;59.38;6.89;-83.58;3.1;997.26;80.8;21.0;72.196;39.93609;-82.88651;638.71;789.6451386674522;;130.5;35.48387;262.6;10 / 11;"$GPRMC,224840,A,3956.168953,N,08253.164404,W,70.5,262.7,150117,0.0,E,D*32::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,224840,3956.168953,N,08253.164404,W,2,11,0.8,228.0,M,-31.0,M,,*72::$GPGSV,3,3,11,27,14,158,24,29,11,039,20,31,32,070,18*4D::$GPVTG,262.7,T,262.7,M,70.5,N,130.5,K,D*13::$GLGSV,1,1,0,*79";21830007;2017-01-15 17:48:40:738
9.1411;-0.6925;1.1372;9.7066;-1.2223;0.6771;-0.5655;0.5298;0.4602;0.0411;-0.0469;0.0557;0.0;10.96;13.4;26.54;61.89;7.19;-86.01;3.1;997.91;81.1;20.6;71.658;39.93563;-82.89068;641.94;789.6451386674522;;130.5;29.032257;259.5;10 / 11;"$GPRMC,224851,A,3956.138052,N,08253.440912,W,70.5,259.5,150117,0.0,E,D*3C::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,224851,3956.138052,N,08253.440912,W,2,11,0.8,230.0,M,-31.0,M,,*7F::$GPGSV,3,3,11,27,14,158,21,29,11,039,18,31,32,070,25*4D::$GPVTG,259.5,T,259.5,M,70.5,N,130.5,K,D*13::$GLGSV,1,1,0,*79";21840008;2017-01-15 17:48:50:739
9.5343;-1.3539;0.1137;9.7139;-1.1488;0.7;-0.1796;-0.2051;-0.5863;0.0466;-0.0432;0.0508;0.0;12.44;15.97;27.91;57.07;6.73;-85.88;3.1;998.22;81.1;20.8;72.558;39.93501;-82.89428;638.71;773.239537264563;;123.3;32.258064;255.1;10 / 11;"$GPRMC,224900,A,3956.100472,N,08253.656625,W,66.6,255.1,150117,0.0,E,D*36::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,224900,3956.100472,N,08253.656625,W,2,11,0.8,229.0,M,-31.0,M,,*71::$GPGSV,3,3,11,27,14,158,20,29,11,039,24,31,32,070,25*43::$GPVTG,255.1,T,255.1,M,66.6,N,123.3,K,D*13::$GLGSV,1,1,0,*79";21850007;2017-01-15 17:49:00:738
9.4619;-1.7615;1.4664;9.6473;-1.2587;1.2311;-0.1854;-0.5028;0.2353;0.0316;-0.0197;0.0749;0.0;13.25;16.78;28.7;55.01;7.37;-82.73;3.1;998.49;81.1;20.7;71.67;39.934162;-82.89808;625.81;773.239537264563;;121.5;32.258064;253.9;10 / 11;"$GPRMC,224910,A,3956.049847,N,08253.884601,W,65.6,253.9,150117,0.0,E,D*3B::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,224910,3956.049847,N,08253.884601,W,2,11,0.8,225.0,M,-31.0,M,,*7D::$GPGSV,3,3,11,27,14,158,20,29,11,039,25,31,32,070,18*4C::$GPVTG,253.9,T,253.9,M,65.6,N,121.5,K,D*14::$GLGSV,1,1,0,*79";21860009;2017-01-15 17:49:10:740
9.8288;-1.6903;1.339;9.6371;-1.4305;1.1181;0.1917;-0.2598;0.2209;0.0402;-0.0521;0.077;0.0;12.12;16.18;28.69;55.68;8.37;-83.35;3.1;998.27;81.1;20.9;71.18;39.93316;-82.90187;619.35;768.7229257091414;;126.9;32.258064;251.2;10 / 11;"$GPRMC,224921,A,3955.983586,N,08254.135650,W,69.0,251.6,150117,0.0,E,D*32::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,224921,3955.983586,N,08254.135650,W,2,11,0.8,222.0,M,-31.0,M,,*74::$GPGSV,3,3,11,27,14,158,19,29,11,039,26,31,32,070,*4C::$GPVTG,251.6,T,251.6,M,69.0,N,127.8,K,D*15::$GLGSV,1,1,0,*79";21870007;2017-01-15 17:49:20:738
9.6145;-1.3503;1.2659;9.6194;-1.2514;1.4391;-0.0049;-0.0989;-0.1731;0.0075;-0.02;0.0554;0.0;12.48;14.63;31.16;59.55;7.33;-81.49;3.1;998.38;81.2;20.7;71.961;39.932198;-82.90584;629.03;768.7229257091414;;129.6;32.258064;255.4;10 / 11;"$GPRMC,224931,A,3955.926656,N,08254.374929,W,70.0,256.4,150117,0.0,E,D*39::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,224931,3955.926656,N,08254.374929,W,2,11,0.8,226.0,M,-31.0,M,,*76::$GPGSV,3,3,11,27,15,158,27,29,11,039,24,31,31,070,18*48::$GPVTG,256.4,T,256.4,M,70.0,N,129.6,K,D*1D::$GLGSV,1,1,0,*79";21880008;2017-01-15 17:49:30:739
9.5385;-1.3976;1.6394;9.6414;-1.1105;1.4071;-0.1029;-0.2871;0.2323;0.0209;-0.027;0.0682;0.0;12.28;11.41;30.97;65.46;6.49;-81.69;3.1;998.11;81.1;20.7;71.623;39.931717;-82.910484;625.81;770.4784375228332;;133.2;29.032257;269.0;10 / 11;"$GPRMC,224941,A,3955.902871,N,08254.629395,W,71.9,269.0,150117,0.0,E,D*33::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,224941,3955.902871,N,08254.629395,W,2,11,0.8,225.0,M,-31.0,M,,*7F::$GPGSV,3,3,11,27,15,158,26,29,11,039,22,31,31,070,28*4C::$GPVTG,269.0,T,269.0,M,71.9,N,133.2,K,D*1A::$GLGSV,1,1,0,*79";21890007;2017-01-15 17:49:40:738
10.1317;-1.4395;1.172;9.6555;-1.3175;1.0982;0.4762;-0.122;0.0738;0.0298;-0.0246;0.0709;0.0;12.08;10.6;28.51;63.98;7.7;-83.51;3.1;998.36;81.2;20.7;71.534;39.931747;-82.91438;635.48;770.4784375228332;;133.2;29.032257;271.2;10 / 11;"$GPRMC,224950,A,3955.904809,N,08254.862940,W,71.9,271.2,150117,0.0,E,D*32::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,224950,3955.904809,N,08254.862940,W,2,11,0.8,228.0,M,-31.0,M,,*78::$GPGSV,3,3,11,27,15,158,23,29,11,039,25,31,31,070,29*4F::$GPVTG,271.2,T,271.2,M,71.9,N,133.2,K,D*1A::$GLGSV,1,1,0,*79";21900007;2017-01-15 17:49:50:738
9.7091;-0.8475;0.7063;9.7101;-0.9281;1.011;-0.0011;0.0805;-0.3048;0.0393;-0.024;0.0557;0.0;11.53;10.31;28.32;66.88;5.44;-84.06;3.1;998.58;81.1;20.7;71.665;39.9318;-82.91862;641.94;770.1969910000957;;126.0;29.032257;271.0;10 / 11;"$GPRMC,225000,A,3955.907891,N,08255.117157,W,68.0,271.0,150117,0.0,E,D*3A::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225000,3955.907891,N,08255.117157,W,2,11,0.8,230.0,M,-31.0,M,,*7A::$GPGSV,3,3,11,27,15,158,23,29,11,039,25,31,31,070,28*4E::$GPVTG,271.0,T,271.0,M,68.0,N,126.0,K,D*1D::$GLGSV,1,1,0,*79";21910007;2017-01-15 17:50:00:738
9.6594;-1.3449;1.0858;9.6693;-1.2907;1.0044;-0.0099;-0.0542;0.0814;0.0353;-0.0362;0.0538;0.0;11.88;10.75;29.49;65.0;7.56;-84.07;3.1;998.79;81.1;20.8;70.991;39.931866;-82.9226;645.16;770.1969910000957;;119.7;29.032257;271.1;10 / 11;"$GPRMC,225010,A,3955.911820,N,08255.356165,W,64.6,271.1,150117,0.0,E,D*3B::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225010,3955.911820,N,08255.356165,W,2,11,0.8,231.0,M,-31.0,M,,*71::$GPGSV,3,3,11,27,15,158,22,29,11,039,22,31,31,070,29*49::$GPVTG,271.1,T,271.1,M,64.6,N,119.7,K,D*1C::$GLGSV,1,1,0,*79";21920008;2017-01-15 17:50:10:739
9.9724;-1.5377;0.9517;9.676;-1.2729;0.9623;0.2965;-0.2648;-0.0106;0.0402;-0.0115;0.0801;0.0;12.16;8.92;28.78;66.11;7.42;-84.34;3.1;998.31;80.8;21.0;70.289;39.93193;-82.926476;641.94;770.1969910000957;;119.7;29.032257;271.0;10 / 11;"$GPRMC,225020,A,3955.915873,N,08255.588473,W,64.6,271.0,150117,0.0,E,D*3C::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225020,3955.915873,N,08255.588473,W,2,11,0.8,230.0,M,-31.0,M,,*76::$GPGSV,3,3,11,27,15,158,19,29,11,039,25,31,31,070,30*4E::$GPVTG,271.0,T,271.0,M,64.6,N,119.7,K,D*1C::$GLGSV,1,1,0,*79";21930007;2017-01-15 17:50:20:738
9.976;-0.9493;2.4002;9.4419;-1.1658;2.3793;0.6257;0.1788;-0.4406;-0.0096;-0.0206;0.067;0.0;11.78;4.35;31.52;77.39;6.83;-75.86;3.1;999.01;81.0;20.9;71.335;39.93218;-82.930305;632.26;775.7569873996231;;119.7;29.032257;284.2;10 / 11;"$GPRMC,225030,A,3955.930847,N,08255.818427,W,64.6,284.2,150117,0.0,E,D*30::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225030,3955.930847,N,08255.818427,W,2,11,0.8,227.0,M,-31.0,M,,*74::$GPGSV,3,3,11,27,15,158,27,29,11,039,23,31,31,070,30*45::$GPVTG,284.2,T,284.2,M,64.6,N,119.7,K,D*1C::$GLGSV,1,1,0,*79";21940007;2017-01-15 17:50:30:738
10.2813;-1.8525;2.4229;9.5033;-1.2059;2.0983;0.778;-0.6466;0.3246;-0.0291;-0.0093;0.0737;0.0;10.09;-0.76;21.98;87.65;7.06;-77.55;3.1;999.2;81.0;20.9;71.244;39.93371;-82.93353;629.03;775.7569873996231;;113.4;29.032257;316.4;10 / 11;"$GPRMC,225040,A,3956.022432,N,08256.012350,W,61.2,316.4,150117,0.0,E,D*3B::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225040,3956.022432,N,08256.012350,W,2,11,0.8,226.0,M,-31.0,M,,*73::$GPGSV,3,1,11,03,34,236,28,04,00,000,24,09,13,312,30,14,22,130,24*79::$GPVTG,316.4,T,316.4,M,61.2,N,113.4,K,D*14::$GLGSV,1,1,0,*79";21950015;2017-01-15 17:50:40:746
9.3775;-0.9301;1.3234;9.6896;-1.1046;1.0307;-0.3121;0.1744;0.2927;0.038;-0.0518;0.0541;0.0;9.74;-2.01;17.94;92.22;6.47;-83.93;3.1;999.05;81.0;20.9;70.383;39.93606;-82.93552;635.48;757.991111060283;;110.7;29.032257;329.2;10 / 11;"$GPRMC,225050,A,3956.163565,N,08256.131297,W,59.8,329.2,150117,0.0,E,D*3C::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225050,3956.163565,N,08256.131297,W,2,11,0.8,228.0,M,-31.0,M,,*71::$GPGSV,3,3,11,27,15,158,23,29,11,039,19,31,31,070,25*4C::$GPVTG,329.2,T,329.2,M,59.8,N,110.7,K,D*15::$GLGSV,1,1,0,*79";21960007;2017-01-15 17:50:50:738
9.6307;-0.9158;1.3198;9.6338;-1.4144;1.1659;-0.0031;0.4987;0.1539;0.0301;-0.0408;0.0581;0.0;9.96;-2.09;17.08;90.92;8.29;-83.1;3.1;999.21;81.0;20.9;71.742;39.93869;-82.93757;641.94;757.991111060283;;115.2;32.258064;329.2;10 / 11;"$GPRMC,225100,A,3956.306367,N,08256.241902,W,61.2,329.3,150117,0.0,E,D*3E::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225100,3956.306367,N,08256.241902,W,2,11,0.8,229.0,M,-31.0,M,,*72::$GPGSV,3,1,11,03,34,236,24,04,00,000,33,09,13,312,29,14,22,130,19*75::$GPVTG,329.3,T,329.3,M,61.2,N,113.4,K,D*14::$GLGSV,1,1,0,*79";21970007;2017-01-15 17:51:00:738
9.7773;-1.0092;0.9888;9.6517;-1.2448;1.2109;0.1257;0.2356;-0.2221;0.0304;-0.0371;0.0661;0.0;9.94;-1.71;17.31;91.67;7.29;-82.85;3.1;999.28;81.1;20.8;71.718;39.941097;-82.9394;645.16;754.5201369736423;;110.7;32.258064;328.8;10 / 11;"$GPRMC,225111,A,3956.465789,N,08256.364148,W,59.8,328.8,150117,0.0,E,D*33::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225111,3956.465789,N,08256.364148,W,2,11,0.8,231.0,M,-31.0,M,,*7D::$GPGSV,3,3,11,27,15,158,21,29,10,039,22,31,31,071,28*4B::$GPVTG,328.8,T,328.8,M,59.8,N,110.7,K,D*15::$GLGSV,1,1,0,*79";21980008;2017-01-15 17:51:10:739
9.1722;-0.6686;0.7643;9.6985;-0.9464;1.1021;-0.5263;0.2778;-0.3378;0.0356;-0.0338;0.0529;0.0;10.19;-1.41;17.97;89.42;5.58;-83.51;3.1;998.98;81.0;20.8;71.55;39.943275;-82.941086;641.94;754.5201369736423;;111.6;32.258064;329.2;10 / 11;"$GPRMC,225120,A,3956.596538,N,08256.465481,W,60.3,329.2,150117,0.0,E,D*38::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225120,3956.596538,N,08256.465481,W,2,11,0.8,230.0,M,-31.0,M,,*7D::$GPGSV,3,3,11,27,15,158,22,29,10,039,22,31,31,071,26*46::$GPVTG,329.2,T,329.2,M,60.3,N,111.6,K,D*14::$GLGSV,1,1,0,*79";21990012;2017-01-15 17:51:20:743
9.3194;-1.4138;2.2356;9.5465;-1.529;1.6422;-0.2271;0.1152;0.5934;-0.0218;-0.0087;0.067;0.0;10.22;-2.11;18.87;89.66;8.97;-80.32;3.1;998.81;81.1;20.9;71.216;39.945595;-82.94282;645.16;764.9379152047004;;104.4;32.258064;331.5;10 / 11;"$GPRMC,225130,A,3956.735762,N,08256.569183,W,56.4,331.5,150117,0.0,E,D*39::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225130,3956.735762,N,08256.569183,W,2,11,0.8,231.0,M,-31.0,M,,*71::$GPGSV,3,3,11,27,15,158,26,29,10,039,15,31,31,071,26*46::$GPVTG,331.5,T,331.5,M,56.4,N,104.4,K,D*10::$GLGSV,1,1,0,*79";22000008;2017-01-15 17:51:30:739
11.2527;-1.8495;1.1738;9.6424;-1.4619;1.0284;1.6104;-0.3876;0.1454;0.0515;-0.06;0.0019;0.0;5.37;13.2;33.53;66.99;8.57;-83.91;3.1;998.6;81.0;20.9;73.044;39.948074;-82.94358;632.26;764.9379152047004;;99.0;32.258064;356.3;10 / 11;"$GPRMC,225140,A,3956.884648,N,08256.615268,W,53.5,356.3,150117,0.0,E,D*3F::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225140,3956.884648,N,08256.615268,W,2,11,0.8,227.0,M,-31.0,M,,*73::$GPGSV,3,3,11,27,15,158,19,29,10,039,19,31,31,071,25*45::$GPVTG,356.3,T,356.3,M,53.5,N,99.0,K,D*25::$GLGSV,1,1,0,*79";22010007;2017-01-15 17:51:40:738
12.3595;-1.7974;0.1377;9.598;-2.0019;-0.2016;2.7614;0.2044;0.3392;0.1031;-0.075;0.1131;0.0;58.09;-23.08;-16.34;234.32;11.78;-91.2;3.1;998.18;81.0;20.9;72.334;39.950424;-82.94389;648.39;779.865196067285;;96.3;35.48387;344.6;10 / 11;"$GPRMC,225150,A,3957.025406,N,08256.633781,W,52.0,344.6,150117,0.0,E,D*30::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225150,3957.025406,N,08256.633781,W,2,11,0.8,232.0,M,-31.0,M,,*7A::$GPGSV,3,3,11,27,16,158,23,29,10,037,23,31,30,071,25*49::$GPVTG,344.6,T,344.6,M,52.0,N,96.3,K,D*2D::$GLGSV,1,1,0,*79";22020008;2017-01-15 17:51:50:739
9.8527;-1.1145;-0.3579;9.7147;-1.3396;-0.0269;0.138;0.2251;-0.331;0.0952;-0.0518;0.0728;0.0;10.05;2.94;23.6;78.87;7.87;-90.14;3.1;997.24;81.0;20.7;70.309;39.952343;-82.94572;683.87;779.865196067285;;98.1;29.032257;308.7;10 / 11;"$GPRMC,225200,A,3957.140529,N,08256.743194,W,53.0,308.7,150117,0.0,E,D*34::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225200,3957.140529,N,08256.743194,W,2,11,0.8,243.0,M,-31.0,M,,*70::$GPGSV,3,3,11,27,16,158,31,29,10,037,26,31,30,071,29*43::$GPVTG,308.7,T,308.7,M,53.0,N,98.1,K,D*20::$GLGSV,1,1,0,*79";22030008;2017-01-15 17:52:00:739
9.7917;-1.1019;1.0098;9.7481;-0.916;0.5529;0.0436;-0.1859;0.4569;0.0414;-0.0448;0.056;0.0;13.0;8.62;28.4;69.91;5.36;-86.78;3.1;997.26;81.0;20.9;68.895;39.953156;-82.948975;683.87;771.7173630496509;;97.2;29.032257;273.7;10 / 11;"$GPRMC,225211,A,3957.189350,N,08256.938402,W,52.5,273.7,150117,0.0,E,D*38::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225211,3957.189350,N,08256.938402,W,2,11,0.8,243.0,M,-31.0,M,,*75::$GPGSV,3,3,11,27,16,158,23,29,10,037,25,31,30,071,21*4B::$GPVTG,273.7,T,273.7,M,52.5,N,97.2,K,D*28::$GLGSV,1,1,0,*79";22040008;2017-01-15 17:52:10:739
9.5199;-1.0163;1.0026;9.7181;-0.7146;1.1034;-0.1982;-0.3018;-0.1009;0.0384;-0.0374;0.0661;0.0;12.01;8.56;29.22;69.84;4.18;-83.52;3.1;998.1;80.8;20.9;70.185;39.95326;-82.951866;674.19;771.7173630496509;;102.6;32.258064;272.7;10 / 11;"$GPRMC,225220,A,3957.195514,N,08257.111846,W,55.4,272.7,150117,0.0,E,D*38::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225220,3957.195514,N,08257.111846,W,2,11,0.8,240.0,M,-31.0,M,,*71::$GPGSV,3,3,11,27,16,158,24,29,10,037,26,31,30,071,22*4C::$GPVTG,272.7,T,272.7,M,55.4,N,102.6,K,D*17::$GLGSV,1,1,0,*79";22050007;2017-01-15 17:52:20:738
9.3775;-0.8835;0.5273;9.7059;-0.8977;1.0768;-0.3284;0.0142;-0.5495;0.0429;-0.0289;0.0551;0.0;11.54;9.49;27.82;68.7;5.25;-83.67;3.1;999.04;80.9;20.8;67.984;39.953392;-82.95537;654.84;767.5407199986829;;92.7;29.032257;273.0;10 / 11;"$GPRMC,225231,A,3957.203461,N,08257.322167,W,50.1,273.0,150117,0.0,E,D*39::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225231,3957.203461,N,08257.322167,W,2,11,0.8,234.0,M,-31.0,M,,*75::$GPGSV,3,3,11,27,16,158,25,29,10,037,25,31,30,071,23*4F::$GPVTG,273.0,T,273.0,M,50.1,N,92.7,K,D*2E::$GLGSV,1,1,0,*79";22060007;2017-01-15 17:52:30:738
9.8186;-1.8184;1.0421;9.6623;-1.3976;0.9257;0.1563;-0.4208;0.1164;0.0402;-0.0377;0.0627;0.0;11.8;9.63;26.83;65.06;8.19;-84.53;3.1;999.19;80.9;20.9;69.264;39.953537;-82.95799;641.94;767.5407199986829;;85.5;29.032257;273.3;10 / 11;"$GPRMC,225240,A,3957.212065,N,08257.479470,W,46.2,273.3,150117,0.0,E,D*32::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225240,3957.212065,N,08257.479470,W,2,11,0.8,230.0,M,-31.0,M,,*7D::$GPGSV,3,3,11,27,16,158,24,29,10,037,24,31,30,071,24*48::$GPVTG,273.3,T,273.3,M,46.2,N,85.5,K,D*2E::$GLGSV,1,1,0,*79";22070007;2017-01-15 17:52:40:738
9.9258;-1.5119;1.0319;9.6564;-1.2789;1.1348;0.2693;-0.233;-0.1029;0.0271;-0.0371;0.0569;0.0;13.56;9.52;25.12;64.27;7.48;-83.28;3.1;998.98;80.9;20.9;67.491;39.953617;-82.96093;632.26;760.2106442001397;;94.5;32.258064;271.8;10 / 11;"$GPRMC,225250,A,3957.216982,N,08257.655785,W,51.0,271.8,150117,0.0,E,D*3F::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225250,3957.216982,N,08257.655785,W,2,11,0.8,227.0,M,-31.0,M,,*7B::$GPGSV,3,3,11,27,16,157,19,29,10,037,24,31,30,071,27*4A::$GPVTG,271.8,T,271.8,M,51.0,N,94.5,K,D*2A::$GLGSV,1,1,0,*79";22080008;2017-01-15 17:52:50:739
9.5984;-1.3575;1.1103;9.6368;-1.4434;1.1043;-0.0384;0.0859;0.006;0.0393;-0.0417;0.0581;0.0;12.04;10.26;26.75;65.38;8.48;-83.46;3.1;998.88;80.8;20.9;70.823;39.95364;-82.96396;632.26;760.2106442001397;;93.6;32.258064;270.7;10 / 11;"$GPRMC,225301,A,3957.219896,N,08257.856609,W,51.0,271.9,150117,0.0,E,D*38::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225301,3957.219896,N,08257.856609,W,2,11,0.8,228.0,M,-31.0,M,,*72::$GPGSV,3,3,11,27,16,157,22,29,10,037,20,31,30,071,26*47::$GPVTG,271.9,T,271.9,M,51.0,N,94.5,K,D*2A::$GLGSV,1,1,0,*79";22090007;2017-01-15 17:53:00:738
9.2638;-1.4222;1.0762;9.6564;-1.2941;1.1182;-0.3926;-0.1281;-0.042;0.0319;-0.024;0.0541;0.0;11.77;9.84;27.21;66.52;7.57;-83.43;3.1;998.69;80.8;20.9;69.373;39.953724;-82.967094;635.48;770.8399326021229;;96.3;32.258064;271.8;10 / 11;"$GPRMC,225311,A,3957.224220,N,08258.044845,W,52.0,271.8,150117,0.0,E,D*30::$GPGSA,A,3,03,09,14,16,22,23,26,27,29,31,32,,1.1,0.8,0.8*32::$GPGGA,225310,3957.223478,N,08258.025689,W,2,11,0.8,228.0,M,-31.0,M,,*7C::$GPGSV,3,3,11,27,16,157,22,29,10,037,16,31,30,071,25*41::$GPVTG,271.8,T,271.8,M,52.0,N,96.3,K,D*2D::$GLGSV,1,1,0,*79";22100007;2017-01-15 17:53:10:738
